HostCorrectedName_MSW05	ParasiteCorrectedName	LocationName	LongitudeDecimal	LatitudeDecimal	Accuracy	Extent_km2	TotalPrevalence	Citation	HostCorrectedName	CoatReflectance	CortisolLevels
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.857	Gillespie et al. 2010b	Pan_troglodytes	1.19590097897738	0.882531917224439
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.674	Gillespie et al. 2010b	Pan_troglodytes	0.458864463038735	2.98065716507049
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	1	Gillespie et al. 2010b	Pan_troglodytes	0.161763489698911	0.160559651526782
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.875	Gillespie et al. 2010b	Pan_troglodytes	0.972524896635945	0.401323194702401
Papio ursinus	Strongyloides fulleborni	Loskop	29.3	-25.44	2	2	0	Pettifer 1984	Papio_ursinus	0.715547450650987	0.853158560111661
Papio ursinus	Strongyloides fulleborni	Suikerbosrand	28.25	-26.5	1	2	0.2	Pettifer 1984	Papio_ursinus	1.29709839608569	0.158453239612026
Papio ursinus	Strongyloides fulleborni	Scrutton	30.38	-22.35	2	2	0	Pettifer 1984	Papio_ursinus	0.304663495054128	0.815069517376805
Papio ursinus	Strongyloides fulleborni	Tweefontein	30.78	-25.08	2	2	NA	Pettifer 1984	Papio_ursinus	0.300890608649218	0.222470023105429
Trachypithecus cristatus	Strongyloides fulleborni	Kuala Selangor	101.25	3.35	2	2	1	Arambulo et al. 1974	Trachypithecus_cristatus	3.11440421299797	0.0506819830710178
Macaca fuscata	Strongyloides fulleborni	Koshima	131.35	31.45	2	2	0.27	Horii et al. 1982	Macaca_fuscata	1.5897858144201	0.534538162286181
Papio ursinus	Strongyloides fulleborni	MOZAMBIQUE	35	-18.25	2	2	NA	Myers and Kuntz 1965	Papio_ursinus	1.04228098713094	0.0361852444590856
Macaca fuscata	Strongyloides fulleborni	Takasaki-yama	131.53	33.25	2	3	0.4	Kagei and Hasegawa 1974	Macaca_fuscata	1.03625863871138	0.590327311913629
Papio ursinus	Strongyloides fulleborni	Transvaal	29.75	-25	3	2	0.375	Goldsmid and Rogers 1978	Papio_ursinus	1.27280948976923	2.15330620900455
Macaca fuscata	Strongyloides fulleborni	Koshima	131.35	31.45	2	2	0.27	Horii et al. 1982	Macaca_fuscata	0.608484392899836	0.0116544666737766
Macaca fuscata	Strongyloides fulleborni	Koshima	131.35	31.45	2	2	1	Horii et al. 1982	Macaca_fuscata	2.56566652923679	0.394577104154889
Gorilla beringei	Strongyloides sp.	Parc Natl Volcans	29.5	-1.5	2	2	0.01	Sleeman et al. 2000	Gorilla_beringei	1.05193427998734	0.289586308916301
Pan paniscus	Strongyloides sp.	Wamba	22.46	0.18	2	2	0.529	Hasegawa et al. 1983	Pan_paniscus	1.15886758968879	1.19920175956157
Gorilla gorilla	Strongyloides sp.	Lope	11.66	-0.5	2	2	0.09	Landsoud-Soukate et al. 1995	Gorilla_gorilla	0.304023666333144	0.367761177415068
Erythrocebus patas	Strongyloides sp.	Nikolo Koba	-12.71	13.06	2	2	0.24	McGrew et al. 1989b	Erythrocebus_patas	0.0356553616725763	0.327456422380127
Chlorocebus sabaeus	Strongyloides sp.	Nikolo Koba	-12.71	13.06	2	2	0.69	McGrew et al. 1989b	Chlorocebus_sabaeus	2.04075495155872	1.61123333078971
Gorilla beringei	Strongyloides sp.	Bwindi	29.7	-1.05	2	2	NA	Kalema-Zikusoka et al. 2002	Gorilla_beringei	1.37963553782018	0.0646438132810708
Gorilla beringei	Strongyloides sp.	Bwindi	29.7	-1.05	2	2	NA	Kalema 1995	Gorilla_beringei	0.89683555294596	0.793930565429782
Piliocolobus badius	Strongyloides sp.	Tiwai	-11.35	7.55	1	1	0.301	Bakarr et al. 1991	Piliocolobus_badius	0.560872144132873	0.483460160456561
Colobus polykomos	Strongyloides sp.	Tiwai	-11.35	7.55	1	1	0.178	Bakarr et al. 1991	Colobus_polykomos	1.96192598373676	0.360674220038844
Cercopithecus diana	Strongyloides sp.	Tiwai	-11.35	7.55	1	1	0.182	Bakarr et al. 1991	Cercopithecus_diana	1.2672878484719	0.691926117766486
Cercocebus atys	Strongyloides sp.	Tiwai	-11.35	7.55	1	1	0	Bakarr et al. 1991	Cercocebus_atys	0.825704954950494	1.27332847549098
Cercopithecus campbelli	Strongyloides sp.	Tiwai	-11.35	7.55	1	1	0.23	Bakarr et al. 1991	Cercopithecus_campbelli	0.0976759245864341	0.301195832941576
Cercopithecus petaurista	Strongyloides sp.	Tiwai	-11.35	7.55	1	1	0	Bakarr et al. 1991	Cercopithecus_petaurista	0.8900121533142	1.07628565103922
Pan troglodytes	Strongyloides sp.	Tiwai	-11.35	7.55	1	1	0.14	Bakarr et al. 1991	Pan_troglodytes	0.063947945711176	0.346955616078281
Pan paniscus	Strongyloides sp.	Lomako	20.83	0.83	2	2	NA	Dupain et al. 2002	Pan_paniscus	0.440577972829685	1.21603393374666
Papio cynocephalus	Strongyloides sp.	Amboseli	37.26	-2.63	2	2	0.01	Hahn et al. 2003	Papio_cynocephalus	1.16612267646276	0.86004955861357
Papio anubis	Strongyloides sp.	Mpala	36.88	0.33	2	2	0.76	Hahn et al. 2003	Papio_anubis	0.969091902078887	0.762450896714394
Pongo pygmaeus	Strongyloides sp.	Ketambe	97.65	3.68	1	1	0.75	Collet et al. 1986	Pongo_pygmaeus	0.320921852034876	1.823780163063
Pongo pygmaeus	Strongyloides sp.	Tanjung Putting	112.55	-3.38	2	2	0.36	Collet et al. 1986	Pongo_pygmaeus	0.40144905007337	0.0185134910659823
Papio anubis	Strongyloides sp.	Bwindi	29.7	-1.05	2	2	0.371	Hope et al. 2004	Papio_anubis	0.0382920354632316	0.495579853407102
Papio anubis	Strongyloides sp.	Gilgil	36.31	-0.5	2	2	0.16	Eley et al. 1989	Papio_anubis	0.957409960869414	0.759241196576016
Papio cynocephalus	Strongyloides sp.	Amboseli	37.26	-2.63	2	2	NA	Hausfater and Meade 1982	Papio_cynocephalus	1.10011876480839	0.00468531348892136
Pan troglodytes	Strongyloides sp.	Mahale	29.73	-6.11	2	2	0.22	Kawabata and Nishida 1991	Pan_troglodytes	0.417076069095612	0.855029546461289
Pan troglodytes	Strongyloides sp.	Lope	11.66	-0.5	2	2	0.04	Landsoud-Soukate et al. 1995	Pan_troglodytes	1.07154969058924	1.21994852889094
Papio ursinus	Strongyloides sp.	Kruger	31.5	-23.83	2	2	0.04	McConnell et al. 1974	Papio_ursinus	1.0565047399834	1.3883233659719
Pan troglodytes	Strongyloides sp.	Gombe	29.61	-4.7	2	2	0.87	McGrew et al. 1989a	Pan_troglodytes	1.02541669432969	1.79467689962224
Pan troglodytes	Strongyloides sp.	Nikolo Koba	-12.71	13.06	2	2	0.21	McGrew et al. 1989a	Pan_troglodytes	0.435780328347885	0.20958786035806
Papio anubis	Strongyloides sp.	Gombe	29.61	-4.7	2	2	0.57	McGrew et al. 1989a	Papio_anubis	0.869615320835069	1.43115277942776
Papio papio	Strongyloides sp.	Nikolo Koba	-12.71	13.06	2	2	0.26	McGrew et al. 1989a	Papio_papio	1.53373396044474	0.218794726307619
Papio anubis	Strongyloides sp.	Gombe	29.61	-4.7	2	2	0.68	Muller-Graf et al. 1996	Papio_anubis	0.317747444709184	2.88307156775038
Papio anubis	Strongyloides sp.	Burka Dita	37.3	7.26	2	2	0.314	Legesse and Erko 2004	Papio_anubis	0.181073537402527	0.522102001003037
Papio anubis	Strongyloides sp.	Bishan Gari	38.71	7.6	3	2	0.458	Legesse and Erko 2004	Papio_anubis	0.362396226634495	0.814684513212236
Chlorocebus aethiops	Strongyloides sp.	Sodore	39.38	8.4	2	2	0	Legesse and Erko 2004	Chlorocebus_aethiops	0.613506939252907	0.436816247668475
Chlorocebus aethiops	Strongyloides sp.	Wondo Genet	38.41	6.6	2	2	0	Legesse and Erko 2004	Chlorocebus_aethiops	0.0313830284065503	0.728704396200158
Pan troglodytes	Strongyloides sp.	Ngogo	30.425	0.45	1	1	0.838	Muehlenbein 2005	Pan_troglodytes	1.61195633335602	1.04893202184614
Cercopithecus ascanius	Strongyloides sp.	Kibale	30.41	0.45	1	1	0	Gillespie et al. 2004	Cercopithecus_ascanius	0.511300061991985	2.09079741549727
Cercopithecus mitis	Strongyloides sp.	Kibale	30.41	0.45	1	1	0	Gillespie et al. 2004	Cercopithecus_mitis	1.19508016103763	1.51476454550155
Cercopithecus lhoesti	Strongyloides sp.	Kibale	30.41	0.45	1	1	0	Gillespie et al. 2004	Cercopithecus_lhoesti	0.612909625402811	0.658232325487382
Chlorocebus aethiops	Strongyloides sp.	Lake Saka	30.2	0.7	2	2	0	Gillespie et al. 2004	Chlorocebus_aethiops	0.584557254057371	0.321265856876748
Alouatta pigra	Strongyloides sp.	Biosfera Montes Azules	-90.94	16.13	1	2	0.45	Stoner and Gonzalez Di Pierro 2006	Alouatta_pigra	0.468270504315143	1.43363448797116
Pongo abelii	Strongyloides sp.	Ketambe	97.65	3.68	1	1	0.469	Mul et al. 2007	Pongo_abelii	0.193696006523919	0.553517250166804
Pan troglodytes	Strongyloides sp.	Ngogo	30.425	0.45	1	1	0.838	Muehlenbein 2005	Pan_troglodytes	1.18600341447096	0.675493637973139
Alouatta pigra	Strongyloides sp.	Biosfera Montes Azules	-90.94	16.13	1	2	0	Stoner and Gonzalez Di Pierro 2006	Alouatta_pigra	0.186077472898373	1.49367508506763
Pongo abelii	Strongyloides sp.	Ketambe	97.65	3.68	1	1	0.462	Mul et al. 2007	Pongo_abelii	0.3178074436523	0.536812828073689
Alouatta pigra	Strongyloides sp.	Biosfera Montes Azules	-90.94	16.13	1	2	0	Stoner and Gonzalez Di Pierro 2006	Alouatta_pigra	0.991106829723677	0.620852827120578
Pongo abelii	Strongyloides sp.	Ketambe	97.65	3.68	1	1	0.474	Mul et al. 2007	Pongo_abelii	0.0866657645140543	0.453119835273068
Alouatta pigra	Strongyloides sp.	Biosfera Montes Azules	-90.94	16.13	1	2	0	Stoner and Gonzalez Di Pierro 2006	Alouatta_pigra	1.56621092029846	0.0684324915043093
Alouatta pigra	Strongyloides sp.	Biosfera Montes Azules	-90.94	16.13	1	2	0	Stoner and Gonzalez Di Pierro 2006	Alouatta_pigra	0.963875909180567	0.308421289391304
Papio anubis	Strongyloides sp.	Gashaka Gumti	11.7	7.5	2	2	-99	Weyher et al. 2006	Papio_anubis	1.72137892053228	0.181549925223882
Papio anubis	Strongyloides sp.	Gashaka Gumti	11.7	7.5	2	2	0	Weyher et al. 2006	Papio_anubis	1.14452930930895	1.03333327395365
Pan troglodytes	Strongyloides sp.	Gombe	29.61	-4.7	2	2	NA	Williams et al. 2008	Pan_troglodytes	1.06964387713028	0.142171079685686
Papio anubis	Strongyloides sp.	Gashaka Gumti	11.7	7.5	2	2	0.1	Weyher 2009	Papio_anubis	1.03198301571709	1.14917841549669
Papio anubis	Strongyloides sp.	Gashaka Gumti	11.7	7.5	2	2	0	Weyher 2009	Papio_anubis	1.41710486120626	1.11617400923606
Colobus angolensis	Strongyloides sp.	Diani	39.55	-4.3	2	2	0.094	Okanga et al. 2006	Colobus_angolensis	1.99053970632874	0.962625255591449
Colobus angolensis	Strongyloides sp.	Diani	39.55	-4.3	2	2	0.095	Okanga et al. 2006	Colobus_angolensis	1.32354052402861	0.849500581926323
Colobus angolensis	Strongyloides sp.	Diani	39.55	-4.3	2	2	0.082	Okanga et al. 2006	Colobus_angolensis	0.9700737261638	0.783986195858376
Colobus angolensis	Strongyloides sp.	Diani	39.55	-4.3	2	2	0.12	Okanga et al. 2006	Colobus_angolensis	0.288727569344012	0.162734279667193
Colobus angolensis	Strongyloides sp.	Diani	39.55	-4.3	2	2	0.095	Okanga et al. 2006	Colobus_angolensis	1.32075986955566	0.211062702627236
Cercocebus galeritus	Strongyloides sp.	Tana River	40.1464	-1.869	2	2	0.074	Mbora and McPeek 2009	Cercocebus_galeritus	0.0392788207570694	0.541987854143679
Papio anubis	Strongyloides sp.	Dura	30.3833	0.45	2	2	0.44	Bezjian et al. 2008	Papio_anubis	1.37747317535355	0.237450182505069
Pan troglodytes	Strongyloides sp.	Ngogo	30.425	0.45	1	1	NA	Muehlenbein and Watts 2010	Pan_troglodytes	2.17888041650909	1.31979730331887
Cheirogaleus medius	Strongyloides sp.	Mandena	46.995	-24.948	2	2	0.039	Raharivololona et al. 2007	Cheirogaleus_medius	0.561101693264249	0.56317075449033
Microcebus murinus	Strongyloides sp.	Mandena	46.995	-24.948	2	2	0.119	Raharivololona et al. 2007	Microcebus_murinus	0.0927988273214635	0.00223507227889518
Alouatta seniculus	Strongyloides sp.	Tampobata Research Center	-69.2	-12.7	2	2	0.313	Phillips et al. 2004	Alouatta_seniculus	0.103776299325752	0.0357117763560806
Aotus vociferans	Strongyloides sp.	Tampobata Research Center	-69.2	-12.7	2	2	0.2	Phillips et al. 2004	Aotus_vociferans	0.0618926435865785	0.567130500593606
Cebus albifrons	Strongyloides sp.	Tampobata Research Center	-69.2	-12.7	2	2	0.182	Phillips et al. 2004	Cebus_albifrons	0.601638783932076	0.124026751490541
Cebus apella	Strongyloides sp.	Tampobata Research Center	-69.2	-12.7	2	2	0.1	Phillips et al. 2004	Cebus_apella	0.448767729755459	1.84003245957757
Saguinus fuscicollis	Strongyloides sp.	Tampobata Research Center	-69.2	-12.7	2	2	0	Phillips et al. 2004	Saguinus_fuscicollis	0.924631214546368	0.246201365290785
Saimiri sciureus	Strongyloides sp.	Tampobata Research Center	-69.2	-12.7	2	2	0	Phillips et al. 2004	Saimiri_sciureus	0.0849142119738892	0.612882053337185
Papio anubis	Strongyloides sp.	Kibale	30.41	0.45	1	1	0.458	Messner and Wrangham 1996	Papio_anubis	1.04369331000128	1.34585551893662
Macaca sinica	Strongyloides sp.	Polonnaruwa	81	7.93	2	2	0.34	Ekanayake et al. 2006	Macaca_sinica	0.103620218259926	1.81244553289442
Macaca sinica	Strongyloides sp.	Polonnaruwa	81	7.93	2	2	0.24	Ekanayake et al. 2006	Macaca_sinica	0.117618304238215	0.964815079505125
Macaca sinica	Strongyloides sp.	Polonnaruwa	81	7.93	2	2	0.25	Ekanayake et al. 2006	Macaca_sinica	0.522219148428616	0.795710177966715
Macaca sinica	Strongyloides sp.	Polonnaruwa	81	7.93	2	2	0.33	Ekanayake et al. 2006	Macaca_sinica	0.139364559620544	2.21581902351448
Macaca sinica	Strongyloides sp.	Polonnaruwa	81	7.93	2	2	0.292	Ekanayake et al. 2006	Macaca_sinica	0.79119886846862	0.27553794692579
Cheirogaleus medius	Strongyloides sp.	Mandena	46.995	-24.948	2	2	0.039	Raharivololona 2006	Cheirogaleus_medius	1.84529117524129	2.21120637544989
Microcebus murinus	Strongyloides sp.	Mandena	46.995	-24.948	2	2	0.119	Raharivololona 2006	Microcebus_murinus	0.632571898617845	1.32376257938038
Papio ursinus	Strongyloides stercoralis	Mkuzi	32.15	-27.65	1	1	0.06	Appleton et al. 1991	Papio_ursinus	0.167844793822732	0.559650276965825
Papio ursinus	Strongyloides stercoralis	Transvaal	29.75	-25	3	2	0.042	Goldsmid and Rogers 1978	Papio_ursinus	1.2318202933942	0.133771496533765
Trachypithecus delacouri	Strongyloides stercoralis	Van Long	106.4	10.5	2	2	0	Do 2009	Trachypithecus_delacouri	0.0791828255403488	1.70522386463211
Colobus guereza	Strongyloides stercoralis	Kibale	30.41	0.45	1	1	0	Gillespie et al. 2005a	Colobus_guereza	0.262426542688885	0.969419563106201
Colobus angolensis	Strongyloides stercoralis	Lake Nabugabo	31.883	-0.371	1	1	0	Gillespie et al. 2005a	Colobus_angolensis	0.672550476118906	0.6049019256673
Propithecus edwardsi	Strongylus sp.	Ranomafana	47.33	-21.26	2	2	NA	Wright et al. 2009	Propithecus_edwardsi	0.130366177882194	0.353460103385172
Propithecus edwardsi	Strongylus sp.	Ranomafana	47.33	-21.26	2	2	0	Wright et al. 2009	Propithecus_edwardsi	0.0461613707957406	1.64386943956271
Cheirogaleus medius	Subulura sp.	Tanosy	44.2	-21.4	2	2	NA	National Parasite Collection (WWW)	Cheirogaleus_medius	0.36830042215062	1.15660140685996
Microcebus murinus	Subulura baeri	Ampijoroa	47.2	-16.21	2	2	NA	Chabaud et al. 1965	Microcebus_murinus	0.444769744568533	1.89894617537417
Microcebus murinus	Subulura baeri	Ampijoroa	47.2	-16.21	2	2	NA	Chabaud et al. 1965	Microcebus_murinus	0.606581658778816	0.694196428625438
Cheirogaleus medius	Subulura baeri	Ampijoroa	47.2	-16.21	2	2	NA	Chabaud et al. 1965	Cheirogaleus_medius	1.68796881454916	0.609049294926259
Microcebus murinus	Subulura baeri	Mananara	49	-16	2	2	NA	Chabaud et al. 1965	Microcebus_murinus	0.87396989488089	1.69696661759078
Papio cynocephalus	Subulura distans	River Kwango	16.98	-4.86	3	2	NA	Myers and Kuntz 1965	Papio_cynocephalus	1.11713753479918	0.715636528316889
Papio papio	Subulura distans	GUINEA BISSAU	-15	12	2	3	NA	Myers and Kuntz 1965	Papio_papio	0.370475216815324	0.380077770985857
Lemur catta	Subulura sp.	Beza Mahafaly	44.67	-23.5	1	1	0.077	Loudon 2009	Lemur_catta	0.328902670247605	0.365607873436908
Microcebus murinus	Subulura sp.	Mandena	46.995	-24.948	2	2	0.48	Raharivololona and Ganzhorn 2010	Microcebus_murinus	0.586836651773939	1.13945685935998
Microcebus murinus	Subulura sp.	Mandena	46.995	-24.948	2	2	0.714	Raharivololona and Ganzhorn 2009	Microcebus_murinus	1.1648571625495	1.1995431010685
Microcebus murinus	Subulura sp.	Mandena	46.995	-24.948	2	2	0.208	Raharivololona and Ganzhorn 2009	Microcebus_murinus	1.48888205565274	1.08802865913262
Microcebus murinus	Subulura sp.	Mandena	46.995	-24.948	2	2	0.37	Raharivololona and Ganzhorn 2009	Microcebus_murinus	0.578806602167846	0.787456557310004
Microcebus murinus	Subulura sp.	Mandena	46.995	-24.948	2	2	0.447	Raharivololona and Ganzhorn 2009	Microcebus_murinus	0.156327039049655	0.284834015848156
Microcebus murinus	Subulura sp.	Mandena	46.995	-24.948	2	2	0.233	Raharivololona and Ganzhorn 2009	Microcebus_murinus	0.66242097441169	1.7933846652899
Macaca mulatta	Polyomavirus SV-40	Swoyambhu	85.3	27.7	2	2	0.897	Jones-Engel et al. 2006	Macaca_mulatta	0.218701315677641	0.872154017172197
Macaca mulatta	Polyomavirus SV-40	Swoyambhu	85.3	27.7	2	2	0.941	Jones-Engel et al. 2006	Macaca_mulatta	0.390222692441569	0.636065240041992
Macaca mulatta	Polyomavirus SV-40	Swoyambhu	85.3	27.7	2	2	0.864	Jones-Engel et al. 2006	Macaca_mulatta	0.657393474113371	0.212404471370515
Macaca mulatta	Polyomavirus SV-40	Swoyambhu	85.3	27.7	2	2	0.947	Jones-Engel et al. 2006	Macaca_mulatta	1.17547419425502	1.00960579748303
Macaca mulatta	Polyomavirus SV-40	Swoyambhu	85.3	27.7	2	2	0.85	Jones-Engel et al. 2006	Macaca_mulatta	1.00536684456982	1.35712080253536
Papio ursinus	Taenia crocutae	Kruger	31.5	-23.83	2	2	0.06	McConnell et al. 1974	Papio_ursinus	0.532435432557742	0.628077523406331
Macaca cyclopis	Taenia hydatigena	TAIWAN	122.33	23.5	2	2	0.035	Kuntz and Myers 1967b	Macaca_cyclopis	0.901134826467805	2.16044074082421
Tarsius bancanus	Tarsubulura perarmata	Sarawak	113.5	2.5	2	3	NA	National Parasite Collection (WWW)	Tarsius_bancanus	0.636206892066739	1.00947017862628
Piliocolobus badius	Tawila tawila	LIBERIA	-9.5	6.5	2	3	NA	Webber 1955	Piliocolobus_badius	0.956213932035703	1.0533374996716
Pongo pygmaeus	Flavivirus Tembusu	Eastern Sabah	117	5.5	2	3	0.02	Wolfe et al. 2001	Pongo_pygmaeus	1.49662022466606	0.450755845195678
Pongo pygmaeus	Flavivirus Tembusu	Sabah	117	5.5	2	3	0.03	Kilbourn et al. 2003	Pongo_pygmaeus	0.179384571412722	1.40384651912813
Papio ursinus	Ternidens deminutus	Mkuzi	32.15	-27.65	1	1	0.06	Appleton et al. 1991	Papio_ursinus	0.081887698407434	1.19583128901304
Papio ursinus	Ternidens deminutus	Kruger	31.5	-23.83	2	2	0.03	McConnell et al. 1974	Papio_ursinus	0.280045418463851	0.661804583046394
Papio ursinus	Ternidens deminutus	Transvaal	29.75	-25	3	2	0.042	Goldsmid and Rogers 1978	Papio_ursinus	0.937660233918707	1.12551838679075
Pan troglodytes	Ternidens sp.	Mahale	29.73	-6.11	2	2	NA	Huffman et al. 1993	Pan_troglodytes	0.0167439316379335	0.413353191156149
Papio anubis	Ternidens sp.	Bwindi	29.7	-1.05	2	2	0.421	Hope et al. 2004	Papio_anubis	1.40677332734133	0.915474083183961
Aotus azarae	Tetragynopus aotophilus	BOLIVIA	-65	-17	2	3	NA	Fiennes 1972	Aotus_azarae	0.105626020961472	0.466771826262904
Ateles geoffroyi	Tetrapetalonema atelensis	Chiriqui	-82.23	8.5	2	2	NA	National Parasite Collection (WWW)	Ateles_geoffroyi	0.957571276887036	0.866763511602503
Ateles geoffroyi	Tetrapetalonema atelensis	PANAMA	-80	9	2	3	NA	National Parasite Collection (WWW)	Ateles_geoffroyi	1.76949695635136	1.58888829412281
Cebus capucinus	Tetrapetalonema atelensis	PANAMA	-80	9	2	3	0	McCoy 1936	Cebus_capucinus	0.178580396970707	2.42854634884115
Ateles geoffroyi	Tetrapetalonema atelensis	PANAMA	-80	9	2	3	0.75	McCoy 1936	Ateles_geoffroyi	0.511366625871235	0.32184079391994
Saimiri oerstedii	Tetrapetalonema atelensis	Chiriqui Province	-82.38	8.59	2	2	0	McCoy 1936	Saimiri_oerstedii	0.21717573174339	0.835939436767752
Ateles fusciceps	Tetrapetalonema atelensis	Darien Province	-77.88	8.22	2	3	0.778	McCoy 1936	Ateles_fusciceps	0.454968579412665	1.22078971180004
Saguinus geoffroyi	Tetrapetalonema atelensis	Darien Province	-77.88	8.22	2	3	0	McCoy 1936	Saguinus_geoffroyi	0.00760649812201677	0.501496691718607
Alouatta palliata	Tetrapetalonema atelensis	PANAMA	-80	9	2	3	0	McCoy 1936	Alouatta_palliata	0.0674924587060188	0.434104591172755
Ateles geoffroyi	Tetrapetalonema marmosetae	Chiriqui	-82.23	8.5	2	2	NA	National Parasite Collection (WWW)	Ateles_geoffroyi	1.31976303391247	0.291150088526573
Ateles geoffroyi	Tetrapetalonema marmosetae	Chiriqui	-82.23	8.5	2	2	NA	National Parasite Collection (WWW)	Ateles_geoffroyi	0.566339108648344	1.98848127208301
Cebus capucinus	Tetrapetalonema marmosetae	Chiriqui	-82.23	8.5	2	2	NA	National Parasite Collection (WWW)	Cebus_capucinus	0.334857599522738	0.499647468408154
Saguinus oedipus	Tetrapetalonema marmosetae	COLUMBIA	-72	4	2	3	NA	National Parasite Collection (WWW)	Saguinus_oedipus	0.310304093847034	0.257686681270185
Cebus capucinus	Tetrapetalonema marmosetae	PANAMA	-80	9	2	3	0	McCoy 1936	Cebus_capucinus	0.860144298694303	0.263972183509292
Ateles geoffroyi	Tetrapetalonema marmosetae	PANAMA	-80	9	2	3	0	McCoy 1936	Ateles_geoffroyi	0.129932043490212	0.0351796890378244
Saimiri oerstedii	Tetrapetalonema marmosetae	Chiriqui Province	-82.38	8.59	2	2	0	McCoy 1936	Saimiri_oerstedii	0.605767195089191	0.295343835657285
Ateles fusciceps	Tetrapetalonema marmosetae	Darien Province	-77.88	8.22	2	3	0	McCoy 1936	Ateles_fusciceps	0.541651735408962	0.905302556566611
Saguinus geoffroyi	Tetrapetalonema marmosetae	Darien Province	-77.88	8.22	2	3	0.714	McCoy 1936	Saguinus_geoffroyi	0.12605850335024	2.20415543477159
Alouatta palliata	Tetrapetalonema marmosetae	PANAMA	-80	9	2	3	0	McCoy 1936	Alouatta_palliata	2.3509071604862	0.752888500411569
Saguinus mystax	Tetrapetalonema mystaxi	Fonte Boa	-66.1	-2.5	2	2	NA	National Parasite Collection (WWW)	Saguinus_mystax	0.970139686937933	1.92257402093081
